,circuit,n_qubits,depth,n_2q_gates,itensors_time,itensors_fidelity,quimb_time,quimb_fidelity,pytket-cutn_time,pytket-cutn_fidelity
138,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,1008,oom,oom,,,1289.786542415619,0.000627322854007545
139,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,258.510522309,0.999293908421946,883.0160889625549,nan,76.25442409515381,0.9992943479219976
140,XZ_honeycomb_obc_J=1_dt=0.3_n_trotter_steps=2_Lx=4_Ly=7.json,56,15,365,442.362946353,0.9960763862686071,1192.5836255550385,nan,109.26486396789551,0.9960740924500872
141,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,584,474.3710129,0.999999752854542,2113.363521337509,nan,147.4966742992401,0.9999997526778481
142,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,438,575.679548017,0.8729094605342187,1590.142914056778,nan,138.27131462097168,0.8728052149265904
143,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=18_Lx=8_Ly=7.json,56,100,1746,oom,oom,,,1465.7537672519684,0.016929105516460218
144,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=10_Lx=8_Ly=7.json,56,60,970,oom,oom,8942.217809915543,nan,801.5805804729462,2.2155890214100137e-09
145,XZ_honeycomb_obc_J=1_dt=0.3_n_trotter_steps=12_Lx=4_Ly=7.json,56,75,1825,2645.391173709,0.3033896119173062,8234.614416360855,nan,713.9417905807495,0.303395168026468
146,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,876,1138.863708046,0.9979897581035232,3703.9731562137604,nan,287.9475281238556,0.9979898161425829
147,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1680,oom,oom,nan,nan,2107.273622751236,6.191186842712075e-11
148,XZ_honeycomb_obc_J=1_dt=0.5_n_trotter_steps=12_Lx=4_Ly=7.json,56,75,1825,2658.498592669,5.154114322284527e-10,8528.165378332138,nan,768.5134727954865,4.952248369330433e-10
149,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=10_Lx=8_Ly=7.json,56,161,1120,oom,oom,nan,nan,1324.3212802410126,3.183824081561551e-18
150,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,584,843.746300518,0.4091260280453627,2364.718734025955,nan,208.3882327079773,0.40926256812248524
151,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,504,oom,oom,nan,nan,714.6469676494598,1.30381826640941e-06
152,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1176,oom,oom,,,1446.0688853263855,0.0005380536496791281
153,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,730,712.296789369,0.9999927248562078,2797.5853707790375,nan,203.64105939865112,0.9999927324637512
154,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,876,1304.563779872,0.9998859858422107,3849.0763669013977,nan,303.35325384140015,0.9998859924849058
155,XZ_square_obc_J=1_dt=0.5_n_trotter_steps=20_Lx=8_Ly=7.json,56,173,3977,oom,oom,,,3461.7835173606873,6.977329788746007e-44
156,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=12_Lx=8_Ly=7.json,56,70,1164,oom,oom,10914.313450813293,nan,969.8222613334656,9.457134684352218e-10
157,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,2154.095578057,0.8845331834146491,6470.366231679916,nan,540.048041343689,0.8845136505790336
158,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1176,oom,oom,nan,nan,1418.3949990272522,8.818349727989345e-07
159,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=18_Lx=8_Ly=7.json,56,100,1746,oom,oom,,,1383.2366380691528,0.22354694830772756
160,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=14_Lx=8_Ly=7.json,56,435,3248,oom,oom,,,3905.2306728363037,0.09842182206580949
161,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1314,2087.450476492,0.3284335793762386,,,519.692049741745,0.32812030613487814
162,XZ_square_obc_J=1_dt=0.1_n_trotter_steps=8_Lx=8_Ly=7.json,56,77,1649,oom,oom,,,1305.3540267944336,0.5936998923046164
163,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1344,oom,oom,nan,nan,1612.9294831752777,8.109754612120811e-07
164,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=20_Lx=8_Ly=7.json,56,110,1940,oom,oom,,,1603.1365716457367,2.3111470584940772e-17
165,XZ_honeycomb_PBC_J=1_dt=0.3_n_trotter_steps=18_Lx=4_Ly=7.json,56,111,3108,oom,oom,,,3662.3492472171783,0.0004880829710542763
166,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1314,2077.494280024,0.00018313086546236694,,,515.8594689369202,0.00018091751805846419
167,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=10_Lx=8_Ly=7.json,56,161,1120,oom,oom,,,1221.6488707065582,0.2732547986056815
168,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1680,oom,oom,,,1992.321717262268,0.20296135434593499
169,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=8_Lx=8_Ly=7.json,56,129,896,oom,oom,11835.41039943695,nan,1056.0555768013,7.166683385830128e-14
170,XZ_square_obc_J=1_dt=0.1_n_trotter_steps=6_Lx=8_Ly=7.json,56,61,1261,oom,oom,11632.758930683136,nan,969.2180004119873,0.7772584194574321
171,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,146,48.286040511,0.9999999763700416,,,15.965911149978638,0.9999999763683354
172,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=4_Lx=8_Ly=7.json,56,65,448,2066.990767299,3.6888350178394497e-09,,,511.83038210868835,3.7022326433765013e-09
173,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=6_Lx=8_Ly=7.json,56,97,672,oom,oom,,,783.5120892524719,8.456507191857215e-10
174,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=6_Lx=8_Ly=7.json,56,97,672,3023.111101008,0.6549489024405146,9127.851027011871,nan,710.7874364852905,0.6550637471666131
175,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,504,2947.838598884,0.7355089178252784,8569.100332021713,nan,663.0648546218872,0.7356120882730979
176,XZ_square_obc_J=1_dt=0.1_n_trotter_steps=2_Lx=8_Ly=7.json,56,29,485,1214.099364957,0.9978941630410388,,,271.75485348701477,0.9978961271738287
177,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=20_Lx=8_Ly=7.json,56,110,1940,oom,oom,,,1659.3224699497223,3.9978110669054855e-17
178,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=10_Lx=8_Ly=7.json,56,161,1120,oom,oom,,,1307.9233181476593,0.0033045207005304666
179,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=18_Lx=8_Ly=7.json,56,289,2016,oom,oom,,,2440.701989889145,0.18496306137258522
180,XZ_square_PBC_J=1_dt=0.3_n_trotter_steps=8_Lx=8_Ly=7.json,56,255,1904,oom,oom,,,2338.5790123939514,2.621784706170191e-06
181,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=18_Lx=8_Ly=7.json,56,555,4144,oom,oom,,,5107.06459403038,3.172858514022463e-69
182,XZ_square_obc_J=1_dt=0.3_n_trotter_steps=2_Lx=8_Ly=7.json,56,29,485,1248.294826122,0.6906174887496078,,,304.5738923549652,0.6914142892324426
183,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,876,1380.663215612,0.6111736757102927,,,334.3420658111572,0.6109515701263939
184,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=12_Lx=8_Ly=7.json,56,70,1164,oom,oom,10610.137240886688,nan,947.0724844932556,0.05775822556085824
185,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=8_Lx=8_Ly=7.json,56,129,896,oom,oom,11801.462140798569,nan,1030.8608782291412,0.011981914619304363
186,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,146,49.303986735,0.9999910191676862,nan,nan,13.436887741088867,0.9999910166665701
187,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=12_Lx=8_Ly=7.json,56,193,1344,oom,oom,nan,nan,1640.5960285663605,3.8809490002348015e-17
188,XZ_honeycomb_obc_J=1_dt=0.5_n_trotter_steps=20_Lx=4_Ly=7.json,56,123,2993,oom,oom,14049.870505571365,nan,1250.6283354759216,1.7899502666031443e-17
189,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=18_Lx=8_Ly=7.json,56,289,2016,oom,oom,,,2502.2477567195892,5.709146380979728e-25
190,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=16_Lx=8_Ly=7.json,56,90,1552,oom,oom,,,1182.946141242981,0.3347057189175187
191,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,840,oom,oom,12762.961285352707,nan,1012.8908936977386,0.4453251558391252
192,XZ_honeycomb_obc_J=1_dt=0.5_n_trotter_steps=6_Lx=4_Ly=7.json,56,39,949,1370.652406509,0.00031075501151209034,4131.716896533966,nan,375.90144419670105,0.0003043175792224861
193,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=8_Lx=8_Ly=7.json,56,255,1904,oom,oom,,,2241.7489035129547,0.2808689100514622
194,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,840,oom,oom,13199.292396306992,nan,946.5014369487762,0.6176282967132022
195,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=12_Lx=8_Ly=7.json,56,193,1344,oom,oom,,,1523.8489336967468,0.19469386025812233
196,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=4_Lx=8_Ly=7.json,56,30,388,916.588961978,0.8986506993618575,2559.7938368320465,nan,219.04533195495605,0.8986365852178715
197,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=6_Lx=8_Ly=7.json,56,40,582,1877.20009784,0.4267541891008387,4794.5346620082855,nan,428.84861874580383,0.42716970721919134
198,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=6_Lx=8_Ly=7.json,56,40,582,1903.256749851,4.853159662786415e-06,5033.592500448227,nan,455.2188971042633,4.8787446193557155e-06
199,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,107.867287515,0.9999999999997842,,,51.93443942070007,0.9999999999998506
200,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=8_Lx=8_Ly=7.json,56,50,776,2555.080846603,2.1758122551144007e-07,6864.82213640213,nan,598.4152295589447,2.0431931769188407e-07
201,XZ_honeycomb_obc_J=1_dt=0.3_n_trotter_steps=10_Lx=4_Ly=7.json,56,63,1533,2260.128130641,0.39632629928157403,6802.589232683182,nan,590.5152838230133,0.39668824862643404
202,XZ_honeycomb_PBC_J=1_dt=0.3_n_trotter_steps=16_Lx=4_Ly=7.json,56,99,2772,oom,oom,,,3325.35817193985,0.0008880017375891193
203,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,584,856.241989416,0.8497896599553508,2274.8709037303925,nan,210.04791402816772,0.8498168467436467
204,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,672,oom,oom,10856.42140841484,nan,877.1208579540253,0.14586871271185656
205,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,672,oom,oom,10512.559110879898,nan,749.6600134372711,0.8284412718803993
206,XZ_square_PBC_J=1_dt=0.5_n_trotter_steps=10_Lx=8_Ly=7.json,56,315,2352,oom,oom,,,2866.551773071289,6.963567394530029e-50
207,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1512,oom,oom,,,1811.7549221515656,5.991014567445069e-07
208,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=18_Lx=4_Ly=7.json,56,73,1512,oom,oom,nan,nan,1849.5588955879211,1.0440141315899108e-10
209,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,1008,oom,oom,,,1278.7873549461365,0.031044216230775325
210,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.5_n_trotter_steps=4_Lx=8_Ly=7.json,56,30,388,922.236125186,0.001053323964414062,,,233.42413711547852,0.0011106265739933357
211,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=2_Lx=8_Ly=7.json,56,33,224,887.432459397,0.8727472386850806,2693.8521914482117,nan,214.86017417907715,0.8729469845622184
212,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1168,1838.598488204,0.31055728524246157,5260.700871706009,nan,445.3500521183014,0.31055854886565526
213,XZ_honeycomb_PBC_J=1_dt=0.3_n_trotter_steps=20_Lx=4_Ly=7.json,56,123,3444,oom,oom,,,4057.315055370331,0.0002728722583118272
214,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=8_Lx=8_Ly=7.json,56,50,776,2495.616732906,5.828701388402638e-07,6778.434561491013,nan,611.0410432815552,6.075714656910582e-07
215,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,146,48.973529081,0.9999999998878824,106.14010071754456,nan,12.63715410232544,0.9999999998880564
216,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=12_Lx=8_Ly=7.json,56,70,1164,oom,oom,11004.335344791412,nan,977.1353209018707,1.691538400560994e-08
217,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1680,oom,oom,,,1923.9364261627197,0.15556711619336494
218,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,146,34.698891064,0.9999999999999745,,,8.617575407028198,0.9999999999999847
219,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=8_Lx=8_Ly=7.json,56,129,896,oom,oom,,,993.4544789791107,0.6099988340253875
220,XZ_honeycomb_obc_J=1_dt=0.5_n_trotter_steps=18_Lx=4_Ly=7.json,56,111,2701,oom,oom,12924.363568782806,nan,1134.4128787517548,1.2909855166786042e-15
221,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,2139.889135196,0.9999999989392101,,,522.4943153858185,0.9999999989368058
222,XZ_square_obc_J=1_dt=0.1_n_trotter_steps=20_Lx=8_Ly=7.json,56,173,3977,oom,oom,,,3289.3646981716156,0.18245459680285947
223,XZ_square_PBC_J=1_dt=0.3_n_trotter_steps=14_Lx=8_Ly=7.json,56,435,3248,oom,oom,,,4061.0412590503693,6.435203053106198e-11
224,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=16_Lx=8_Ly=7.json,56,495,3696,oom,oom,,,4473.076700687408,0.06841015780020772
225,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,730,1002.001346917,0.9997474837272355,,,232.67238450050354,0.9997476800053183
226,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1460,1903.35506701,0.8628909504890585,6489.504291772842,nan,503.8735029697418,0.8628288071629289
227,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,876,931.44332584,0.9998502628218948,3498.7004568576813,nan,260.91178846359253,0.9998501594862077
228,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.5_n_trotter_steps=10_Lx=8_Ly=7.json,56,60,970,oom,oom,8940.295709848404,nan,806.9657003879547,2.7653552539893736e-09
229,XZ_square_obc_J=1_dt=0.1_n_trotter_steps=14_Lx=8_Ly=7.json,56,125,2813,oom,oom,,,2291.7910573482513,0.2968982626001428
230,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,1008,oom,oom,,,1202.7229998111725,0.4813898232352445
231,XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=12_Lx=4_Ly=7.json,56,75,1825,2544.288221204,0.8347868345027576,8202.847139835358,nan,651.4400000572205,0.8347616625138
232,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=6_Lx=8_Ly=7.json,56,40,582,1837.020720218,6.955434083490367e-05,5004.811986684799,nan,438.55019068717957,7.236231289924022e-05
233,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1344,oom,oom,,,1627.2490253448486,0.10373733757538205
234,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,292,271.741557011,0.9999890004012358,,,65.49296736717224,0.9999889801599521
235,TFIM_honeycomb_obc_Jz=1.0_hx=1.5_dt=0.5_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1168,1816.359406591,0.00023788120225635216,5144.897221565247,nan,471.32282423973083,0.00023486476236781167
236,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.1_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,168,941.559149555,0.994093208531241,2640.9042994976044,nan,162.8269748687744,0.9940922199729746
237,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=12_Lx=4_Ly=7.json,56,49,1008,oom,oom,nan,nan,1265.9708647727966,9.102127613531983e-07
238,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=4_Lx=8_Ly=7.json,56,135,1008,oom,oom,13746.208258152008,nan,1075.51598238945,0.5767800658428692
239,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,730,893.30755446,0.9999999999742348,2930.163373231888,nan,237.4184467792511,0.9999999999735232
240,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=8_Lx=4_Ly=7.json,56,33,672,oom,oom,nan,nan,903.3836421966553,3.326058162867684e-07
241,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=8_Lx=8_Ly=7.json,56,129,896,oom,oom,,,950.0562915802002,0.47987688951887303
242,XZ_honeycomb_PBC_J=1_dt=0.3_n_trotter_steps=2_Lx=4_Ly=7.json,56,15,420,2528.950321279,0.2755506683168732,,,608.3067183494568,0.27638469553810546
243,XZ_square_PBC_J=1_dt=0.1_n_trotter_steps=6_Lx=8_Ly=7.json,56,195,1456,oom,oom,,,1645.928816318512,0.37445348019035873
244,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,168,880.791565623,0.9998554211658164,,,151.17847728729248,0.9998552001702965
245,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=10_Lx=8_Ly=7.json,56,161,1120,oom,oom,,,1314.8643999099731,0.10776773957896585
246,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,336,1886.638060353,0.9978437959446735,,,352.09848618507385,0.9978449722906512
247,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=2_Lx=4_Ly=7.json,56,9,168,938.399816618,0.6956185580611228,,,206.49079418182373,0.6958732883076707
248,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,253.059021096,0.9782463962304359,967.8889474868774,nan,81.01218223571777,0.9783455549407881
249,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.1_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1176,oom,oom,,,1374.552745103836,0.3334458267669582
250,TFIM_square_PBC_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=16_Lx=8_Ly=7.json,56,257,1792,oom,oom,,,2101.816606760025,0.1313573633262796
251,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=16_Lx=8_Ly=7.json,56,90,1552,oom,oom,,,1211.5578825473785,0.5471265901216089
252,TFIM_square_PBC_Jz=1.0_hx=8.0_dt=0.1_n_trotter_steps=10_Lx=8_Ly=7.json,56,161,1120,oom,oom,,,1273.7345714569092,0.4781825187721917
253,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=14_Lx=8_Ly=7.json,56,225,1568,oom,oom,,,1875.1528508663177,7.931827369074631e-19
254,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=20_Lx=4_Ly=7.json,56,81,1680,oom,oom,,,2095.0352392196655,0.0036399451824638955
255,XZ_honeycomb_obc_J=1_dt=0.5_n_trotter_steps=14_Lx=4_Ly=7.json,56,87,2117,oom,oom,,,876.7933311462402,7.249183994490173e-12
256,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=14_Lx=4_Ly=7.json,56,57,1176,oom,oom,,,1296.825701713562,0.35939053393456516
257,TFIM_honeycomb_obc_Jz=1.0_hx=3.0_dt=0.5_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,438,555.247826549,0.9999476913951114,,,126.60634326934814,0.9999476449142402
258,XZ_square_obc_J=1_dt=0.5_n_trotter_steps=2_Lx=8_Ly=7.json,56,29,485,1237.026894209,0.0006533496526690787,,,317.85052728652954,0.0006654780026215372
259,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=2_Lx=8_Ly=7.json,56,33,224,911.378290701,0.2455613901835549,,,227.48885345458984,0.2460352245273246
260,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=12_Lx=8_Ly=7.json,56,70,1164,oom,oom,,,993.0833926200867,9.509382802155775e-12
261,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.3_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,840,oom,oom,12823.673985242844,nan,1071.896499156952,0.12891635080246197
262,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=6_Lx=4_Ly=7.json,56,25,504,2850.612477623,0.9052450785778398,,,590.4549400806427,0.905320466064405
263,XZ_honeycomb_obc_J=1_dt=0.1_n_trotter_steps=16_Lx=4_Ly=7.json,56,99,2409,oom,oom,,,902.7717456817627,0.651158955937683
264,XZ_honeycomb_obc_J=1_dt=0.5_n_trotter_steps=8_Lx=4_Ly=7.json,56,51,1241,1822.945125148,2.9283017961617186e-06,,,487.9320259094238,2.8081400323885054e-06
265,TFIM_square_PBC_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=16_Lx=8_Ly=7.json,56,257,1792,oom,oom,,,2126.428653240204,0.21063179863690232
266,XZ_square_obc_J=1_dt=0.5_n_trotter_steps=4_Lx=8_Ly=7.json,56,45,873,oom,oom,7750.2223489284515,nan,694.809779882431,1.4620397330805936e-10
267,TFIM_honeycomb_PBC_Jz=1.0_hx=6.0_dt=0.3_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,840,oom,oom,nan,nan,1112.9998407363892,5.850791100336116e-09
268,XZ_honeycomb_PBC_J=1_dt=0.1_n_trotter_steps=8_Lx=4_Ly=7.json,56,51,1428,oom,oom,,,1616.0654621124268,0.3700393291857207
269,TFIM_square_obc_Jz=1.0_hx=8.0_dt=0.3_n_trotter_steps=2_Lx=8_Ly=7.json,56,20,194,261.056680089,0.9954833009712624,,,76.70586323738098,0.9954945768657459
270,TFIM_honeycomb_obc_Jz=1.0_hx=6.0_dt=0.5_n_trotter_steps=4_Lx=4_Ly=7.json,56,17,292,146.351852156,0.9999999999998348,,,58.070181369781494,0.9999999999997591
271,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.5_n_trotter_steps=16_Lx=8_Ly=7.json,56,90,1552,oom,oom,13923.529063463211,nan,1291.3024306297302,1.7447991703172672e-09
272,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.3_n_trotter_steps=4_Lx=8_Ly=7.json,56,30,388,926.022242299,0.2728879516518316,,,225.34267854690552,0.27478983341021307
273,TFIM_honeycomb_PBC_Jz=1.0_hx=3.0_dt=0.3_n_trotter_steps=10_Lx=4_Ly=7.json,56,41,840,oom,oom,,,1115.6089227199554,0.04804177877116279
274,TFIM_honeycomb_PBC_Jz=1.0_hx=1.5_dt=0.1_n_trotter_steps=16_Lx=4_Ly=7.json,56,65,1344,oom,oom,,,1493.0463387966156,0.26882407155842597
275,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.1_n_trotter_steps=20_Lx=8_Ly=7.json,56,110,1940,oom,oom,,,1564.6211721897125,0.15946817138911112
276,TFIM_square_obc_Jz=1.0_hx=2.0_dt=0.3_n_trotter_steps=20_Lx=8_Ly=7.json,56,110,1940,oom,oom,,,1619.5441830158234,0.013445269512176488
277,TFIM_square_obc_Jz=1.0_hx=4.0_dt=0.1_n_trotter_steps=14_Lx=8_Ly=7.json,56,80,1358,oom,oom,,,1046.889104604721,0.6348074367288538
